Alamat,Industri,SubIndustri,Email,Fax,KegiatanUsahaUtama,KodeEmiten,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Logo,NamaEmiten
PLAZA ASIA LANTAI 6 JL.JEND.SUDIRMAN KAV 59 JAKARTA - 12190,METALS & MINERALS,DIVERSIFIED METALS & MINERALS,021-515 3533,021-515 3533,PERTAMBANGAN,DKFT,01.690.378.3-091.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,1997-11-21T00:00:00,021-515 3533,centralomega.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DKFT.jpg,CENTRAL OMEGA RESOURCES TBK
"JL. INSPEKSI TARUM BARAT, DESA SETIADHARMA, KEC. TAMBUN BEKASI TIMUR",BEVERAGES,LIQUORS,investor_relation@deltajkt.co.id,"880-0513, 881-9423, 881-9424",INDUSTRI AIR MINUM DALAM KEMASAN,DLTA,01.000.190.7-092.000,MAIN,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,1984-02-27T00:00:00,"021- 882-25-20, 880-05-11, 916-30-85",www.deltajkt.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DLTA.jpg,DELTA DJAKARTA TBK
"KAWASAN KOTA DELTAMAS, JL TOL JAKARTA CIKAMPEK KM 37, HEGARMUKTI, CIKARANG PUSAT, KAB. BEKASI, JAWA BARAT, 17815",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@deltamas.co.id,(62) (21) 89972028,PENGEMBANGAN KAWASAN INDUSTRI YANG DIDUKUNG OLEH PEMBANGUNAN PERUMAHAN DAN KOMERSIAL.,DMAS,01.621.911.5-038.000,MAIN,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2015-05-29T00:00:00,(62) (21) 89971188,www.deltamas.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DMAS.jpg,PT PURADELTA LESTARI TBK
"GEDUNG MANGKULUHUR CITY TOWER ONE LT. 18, JL. JEND. GATOT SUBROTO KAV. 1-3, DESA/KELURAHAN KARET SEMANGGI, KEC. SETIABUDI, KOTA ADM. JAKARTA SELATAN, PROVINSI DKI JAKARTA",IT SERVICES & CONSULTING,IT SERVICES & CONSULTING,corporate@dmmgroup.id,(021) 30480713,JASA PENYEDIA PLATFORM MEDIA DIGITAL,DMMX,0745353722013000,DEVELOPMENT,TECHNOLOGY,SOFTWARE & IT SERVICES,2019-10-21T00:00:00,02127883335,www.dmmgroup.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DMMX.jpg,PT DIGITAL MEDIATAMA MAXIMA TBK
"GEDUNG TCC BATAVIA TOWER ONE, LANTAI 15, UNIT 03 & 05. JL. KH MAS MANSYUR KAV. 126, JAKARTA PUSAT, 10220",FOOD & STAPLES RETAILING,FOOD RETAIL & DISTRIBUTORS,0,(021) 6452945,BERGERAK DI BIDANG INDUSTRI DAN DISTRIBUSI MAKANAN DAN MINUMAN MELALUI ENTITAS ANAK DAN JASA KONSULTASI MANAJEMEN,DMND,016993883411000,DEVELOPMENT,CONSUMER NON-CYCLICALS,FOOD & STAPLES RETAILING,2020-01-22T00:00:00,(021) 6405678,www.diamondfoodindonesia.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DMND.jpg,PT DIAMOND FOOD INDONESIA TBK
"JL. IR. H. JUANDA NO. 12, JAKARTA PUSAT",BANKS,BANKS,corsec@okbank.co.id,021-2312604,JASA PERBANKAN,DNAR,01.548.056.9-054.000,DEVELOPMENT,FINANCIALS,BANKS,2014-07-11T00:00:00,021-2312633,www.okbank.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DNAR.jpg,PT BANK OKE INDONESIA TBK
"WISMA INDOCEMENT, LANTAI 10 JALAN JEND. SUDIRMAN KAV. 70-71 JAKARTA 12910, INDONESIA",HOLDING & INVESTMENT COMPANIES,INVESTMENT COMPANIES,corsec@indoritel.co.id,021-29410701,"INVESTASI, JASA DAN PERDAGANGAN UMUM",DNET,01.764.351.1-054.000,DEVELOPMENT,FINANCIALS,HOLDING & INVESTMENT COMPANIES,2000-12-11T00:00:00,021- 29410709,www.indoritel.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DNET.jpg,PT INDORITEL MAKMUR INTERNASIONAL TBK
"SOUTH QUARTER TOWER C, LANTAI 5/ 5TH FLOOR, JL. R.A. KARTINI KAV 8, CILANDAK BARAT, JAKARTA SELATAN 12430","OIL, GAS & COAL SUPPORTS","OIL, GAS & COAL EQUIPMENT & SERVICES",ir@deltadunia.com; corpsec@deltadunia.com,021 3043 2081,PERTAMBANGAN BATUBARA(COAL MINING),DOID,0010 6931 8209 1000,MAIN,ENERGY,"OIL, GAS & COAL",2001-06-15T00:00:00,021 3043 2080,https://bumainternational.com/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DOID.jpg,PT BUMA INTERNASIONAL GRUP TBK
"JL. ANGSANA RAYA BLOK A9 NO. 8 DELTA SILICON I, KAWASAN INDUSTRI LIPPO CIKARANG KELURAHAN SUKARESMI, KECAMATAN CIKARANG SELATAN, KABUPATEN BEKASI",AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,dp.corpsec@dp.dharmap.com,(021) 899 01656,USAHA MANUFAKTUR KOMPONEN KENDARAAN BERMOTOR,DRMA,01.062.415.3-415.000,MAIN,CONSUMER CYCLICALS,AUTOMOBILES & COMPONENTS,2021-12-20T00:00:00,021) 897 4637 / (021) 897 4559,www.dharmagroup.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DRMA.jpg,PT DHARMA POLIMETAL TBK
"JL. LAKS. RE MARTADINATA I VOLKER INDUSTRI NO.2 TANJUNG PRIOK JAKARTA, KOTA ADM. JAKARTA UTARA, 14310",AGRICULTURAL PRODUCTS,"FISH, MEAT, & POULTRY",corporate@dsfi.id,"4303412, 492820",PERIKANAN DAN PENGOLAHAN HASIL LAUT,DSFI,001.002.749.8-054.000,DEVELOPMENT,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2000-03-24T00:00:00,"430-10-01, 437-10-10, 435-39-65 (- 6), 0816-82-12-39",www.dsfi.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DSFI.jpg,DHARMA SAMUDERA FISHING IND TBK
"GRHA DSN, JALAN PULO AYANG KAV. OR 3, KAWASAN INDUSTRI PULOGADUNG, KELURAHAN JATINEGARA, KECAMATAN CAKUNG, JAKARTA TIMUR 13930",AGRICULTURAL PRODUCTS,PLANTATIONS & CROPS,corsec@dsngroup.co.id,(+62) 21 4606942,"INDUSTRI PENGOLAHAN KELAPA SAWIT, INDUSTRI PENGOLAHAN KAYU, PERKEBUNAN DAN HUTAN TANAMAN INDUSTRI MELALUI PERSEROAN DAN ENTITAS ANAK",DSNG,01.060.268.8-054.000,MAIN,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2013-06-14T00:00:00,(+62) 21 4618135,www.dsn.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DSNG.jpg,PT DHARMA SATYA NUSANTARA TBK
"GEDUNG SINAR MAS LAND PLAZA, MENARA 2, LANTAI 24, JL. M.H. THAMRIN NO. 51, GONDANGDIA, MENTENG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA,10350",COAL,COAL PRODUCTION,corsec@dss.co.id,021-31990259,ENERGI & INFRASTRUKTUR,DSSA,01.785.257.5-054.000,MAIN,ENERGY,"OIL, GAS & COAL",2009-12-10T00:00:00,021-31990258,www.dssa.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DSSA.jpg,DIAN SWASTATIKA SENTOSA TBK
"SINAR MAS LAND PLAZA WING 3B, BSD GREEN OFFICE PARK, JL. GRAND BOULEVARD, BSD CITY TANGERANG 15345",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corporate.secretary@sinarmasland.com,021 - 50588270,PROPERTY DAN REAL ESTATE,DUTI,01.314.094.2-092.000,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,1994-11-02T00:00:00,021 - 50368368,www.sinarmasland.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DUTI.jpg,DUTA PERTIWI TBK
"SOUTH QUARTER, TOWER C, 18TH-19TH FLOOR JL. R.A. KARTINI KAV.8 JAKARTA 12430, INDONESIA",PHARMACEUTICALS,PHARMACEUTICALS,info@darya-varia.com,021 227 68016,"INDUSTRI PRODUK FARMASI UNTUK MANUSIA, INDUSTRI KOSMETIK TERMASUK PASTA GIGI, INDUSTRI PRODUK OBAT TRADISIONAL, DAN AKTIVITAS KONSULTASI MANAJEMEN LAINNYA",DVLA,01.001.859.6-054.000,DEVELOPMENT,HEALTHCARE,PHARMACEUTICALS & HEALTH CARE RESEARCH,1994-11-11T00:00:00,021 227 68000,http://www.darya-varia.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DVLA.jpg,DARYA-VARIA LABORATORIA TBK
"GEDUNG DYANDRA JALAN JOHAR NO.9, KEL. GONDANG DIA, KEC. MENTENG, JAKARTA PUSAT",COMMERCIAL SERVICES,BUSINESS SUPPORT SERVICES,corsec@dyandramedia.com,02131996277,JASA PERINDUSTRIAN,DYAN,0024926057054000,DEVELOPMENT,INDUSTRIALS,INDUSTRIAL SERVICES,2013-03-25T00:00:00,02153673111,www.dyandramedia.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DYAN.jpg,PT DYANDRA MEDIA INTERNATIONAL TBK
"JL. KAPAS CATURTUNGGAL NO.1 RT 003 RW 001 , DEPOK, SLEMAN, DAERAH ISTIMEWA YOGYAKARTA",TOURISM & RECREATION,"HOTELS, RESORTS & CRUISE LINES",corp.secretary@eastparchotel.com,+622744932222,"MENJALANKAN USAHA DALAM BIDANG HOTEL BINTANG LIMA, HOTEL BINTANG EMPAT, RESTORAN, RUMAH MINUM DAN EVENT ORGANIZER",EAST,31.425.190.1-542.000,DEVELOPMENT,CONSUMER CYCLICALS,CONSUMER SERVICES,2019-07-09T00:00:00,+622744932000,www.eastparc.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EAST.jpg,PT EASTPARC HOTEL TBK
"JL. JEND SUDIRMAN KAV. 52-53, SUDIRMAN CENTRAL BUSINESS DISTRICT LOT 22, SENAYAN, KEBAYORAN BARU, JAKARTA SELATAN 12190",SPECIALTY RETAIL,ELECTRONICS RETAIL,corporatesecretary@electronic-city.co.id,021515 5919,PERDAGANGAN RITEL PRODUK ELEKTRONIK,ECII,0022254122054000,DEVELOPMENT,CONSUMER CYCLICALS,RETAILING,2013-07-03T00:00:00,0215151177,www.corp.electronic-city.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ECII.jpg,PT ELECTRONIC CITY INDONESIA TBK
"JL. REMPOA RAYA NO. 11 REMPOA, CIPUTAT TIMUR, TANGERANG SELATAN 15412",ONLINE APPLICATIONS & SERVICES,IT SERVICES & CONSULTING,corporate.secretary@indonet.id,(021) 7388 2626,"INTERNET SERVICE PROVIDER, TELEKOMUNIKASI DENGAN KABEL, HOLDING, HOSTING, KONSULTASI KOMPUTER DAN MANAJEMEN FASILITAS KOMPUTER LAINNYA",EDGE,01.673.865.0-058.000,DEVELOPMENT,TECHNOLOGY,SOFTWARE & IT SERVICES,2021-02-08T00:00:00,(021) 7388 2525,www.indonet.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EDGE.jpg,PT INDOINTERNET TBK
"GALERI NIAGA MEDITERANIA 2 BLOK L8 F-G, PANTAI INDAH KAPUK, JAKARTA UTARA 14460",CHEMICALS,SPECIALTY CHEMICALS,liephing@ekadharma.com,021-5883091,CHEMICALS,EKAD,01.360.179.4-054.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,1990-08-14T00:00:00,021-5883090,www.ekadharma.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EKAD.jpg,EKADHARMA INTERNATIONAL TBK
"GRAHA ELNUSA, JL. TB SIMATUPANG KAV. 1B, JAKARTA 12560","OIL, GAS & COAL SUPPORTS",OIL & GAS DRILLING SERVICE,corporate@elnusa.co.id,(021) 788-30883,JASA ENERGI,ELSA,01.000.050.3-051.000,MAIN,ENERGY,"OIL, GAS & COAL",2008-02-06T00:00:00,(021) 788-30850,www.elnusa.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ELSA.jpg,ELNUSA TBK
"WISMA BAKRIE I JL. H.R. RASUNA SAID KAV B-1, 6TH FLOOR JAKARTA 12920 - INDONESIA",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,info@bakrieland.com,5225063,DEVELOPER AND PEMBANGUNAN REAL ESTATE,ELTY,01.348.182.5-054.000,WATCHLIST,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,1995-10-30T00:00:00,5257835,http://www.bakrieland.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ELTY.jpg,BAKRIELAND DEVELOPMENT TBK
"JL CINERE RAYA 1 A, LIMO KOTA DEPOK JAWA BARAT 16531",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corporate.secretary@megapolitan-group.com,30019939,PENGEMBANGAN KAWASAN (DEVELOPER),EMDE,01.310.078.9-412.001,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2011-01-12T00:00:00,30019938,www.megapolitan-group.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EMDE.jpg,MEGAPOLITAN DEVELOPMENTS TBK
"SCTV TOWER, LANTAI 18, SENAYAN CITY JL. ASIA AFRIKA LOT 19 JAKARTA 10270",ONLINE APPLICATIONS & SERVICES,ONLINE APPLICATIONS & SERVICES,corsec@emtek.co.id,021-7278 2194,JASA DAN PERDAGANGAN,EMTK,0013 6681 7305 4000,MAIN,TECHNOLOGY,SOFTWARE & IT SERVICES,2010-01-12T00:00:00,021-7278 2066,www.emtek.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EMTK.jpg,ELANG MAHKOTA TEKNOLOGI TBK
"JL. RAYA TANJUNG BARAT NO. 81A RT 002/04, TANJUNG BARAT, JAGAKARSA, JAKARTA SELATAN 12530.",TOURISM & RECREATION,RESTAURANTS,corpsec@champ-group.com,+622139832179,RESTORAN,ENAK,31.182.319.9-017.000,DEVELOPMENT,CONSUMER CYCLICALS,CONSUMER SERVICES,2022-02-08T00:00:00,+622139832178,www.champ-group.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ENAK.jpg,PT CHAMP RESTO INDONESIA TBK
"BAKRIE TOWER 32ND FLOOR, RASUNA EPICENTRUM, JL. HR RASUNA SAID, JAKARTA 12960",OIL & GAS,OIL & GAS PRODUCTION & REFINERY,corsec@emp.id,021-29941247,EKSPLORASI DAN PRODUKSI MINYAK DAN GAS BUMI,ENRG,02.091.654.0-081.000,MAIN,ENERGY,"OIL, GAS & COAL",2004-06-07T00:00:00,021-29941540,www.emp.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ENRG.jpg,ENERGI MEGA PERSADA TBK
"SATRIO TOWER, LANTAI 24 UNIT D, JL. PROF. DR. SATRIO KAV.1-4 BLOK C4, KUNINGAN TIMUR, SETIABUDI, JAKARTA SELATAN 12950",IT SERVICES & CONSULTING,IT SERVICES & CONSULTING,corsec@nvtechindo.com,-,JASA DAN PERDAGANGAN TEKNOLOGI INFORMASI,ENVY,02.194.334.5-058.000,WATCHLIST,TECHNOLOGY,SOFTWARE & IT SERVICES,2019-07-08T00:00:00,-,www.envytech.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ENVY.jpg,PT ENVY TECHNOLOGIES INDONESIA TBK
"JL. RAYA DEMAK KUDUS KM 10 DESA GAJAH RT. 002 RW. 003 KELURAHAN GAJAH, KECAMATAN GAJAH KABUPATEN DEMAK JAWA TENGAH 59581",AGRICULTURAL PRODUCTS,"FISH, MEAT, & POULTRY",corporatesecretary@morenzo.co.id,0,PENGOLAHAN DISTRIBUSI HASIL PERIKANAN (RAJUNGAN DAN MAKANAN LAUT BEKU),ENZO,31.695.189.6-125.000,WATCHLIST,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2020-09-14T00:00:00,(62-291) 6910185,www.morenzo.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ENZO.jpg,PT MORENZO ABADI PERKASA TBK
RUKO MUTIARA TAMAN PALEM C8 NO.2 KEL. CENGKARENG TIMUR KEC.CENGKARENG KOTA JAKARTA BARAT,CONTAINERS & PACKAGING,CONTAINERS & PACKAGING,corsec@epack.co.id,021 2966 7099,"BERGERAK DALAM BIDANG INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,INDUSTRI BARANG PLASTIK LEMBARAN",EPAC,31.765.604.3-034.000,WATCHLIST,BASIC MATERIALS,BASIC MATERIALS,2020-07-01T00:00:00,021 2966 7018,www.epack.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EPAC.jpg,PT MEGALESTARI EPACK SENTOSARAYA TBK
"JL PULO LENTUT NO.10 KAWASAN INDUSTRI PULO GADUNG, JAKARTA 13920",FOOD & STAPLES RETAILING,DRUG RETAIL & DISTRIBUTORS,investor.relations@enseval.com,(021) 460 9039,DISTRIBUTOR PRODUK KESEHATAN,EPMT,01.342.572.3-054.000,DEVELOPMENT,CONSUMER NON-CYCLICALS,FOOD & STAPLES RETAILING,1994-08-01T00:00:00,(021) 46822422,www.enseval.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EPMT.jpg,ENSEVAL PUTERA MEGATRADING TBK
"JL GEDONG PANJANG NO. 29 - 31, JAKARTA 11240",SPECIALTY RETAIL,ELECTRONICS RETAIL,dl-corsec@erajaya.com,021-69831225,DISTRIBUSI DAN PEDAGANG RITEL PRODUK DAN LAYANAN KOMUNIKASI SELULAR DAN PENUNJANGNYA,ERAA,01.802.172.5-054.000,MAIN,CONSUMER CYCLICALS,RETAILING,2011-12-14T00:00:00,021-6905050,www.erajaya.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ERAA.jpg,ERAJAYA SWASEMBADA TBK
"AXA TOWER (KUNINGAN CITY) LT.43, JL.PROF.DR.SATRIO KAV.18, KARET KUNINGAN, SETIABUDI, JAKARTA SELATAN, DKI JAKARTA",APPAREL & LUXURY GOODS,"CLOTHING, ACCESSORIES & BAGS",corp-sec-ertx@busanagroup.com,(62-31) 9900 1115,INDUSTRI TEKSTIL,ERTX,00010021707054000,DEVELOPMENT,CONSUMER CYCLICALS,APPAREL & LUXURY GOODS,1990-08-21T00:00:00,(62-31) 9900 1101 (hunting),www.eratexco.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ERTX.jpg,ERATEX DJAJA TBK
SIMPRUG GARDEN OFFICE NO. 9D JL. TEUKU NYAK ARIEF SIMPRUG KEBAYORAN LAMA JAKARTA SELATAN 12220,CONTAINERS & PACKAGING,CONTAINERS & PACKAGING,corporate@sinergiplastama.co.id,0,"INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN, INDUSTRI BARANG PLASTIK LAINNYA, PERDAGANGAN BESAR KARET DAN PLASTIK DALAM BENTUK DASAR, DAN PERDAGANGAN BESAR PRODUK LAINNYA.",ESIP,02.076.791.9-041.000,WATCHLIST,BASIC MATERIALS,BASIC MATERIALS,2019-11-14T00:00:00,021-27515179,https://sinergiplastama.co.id/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ESIP.jpg,PT SINERGI INTI PLASTINDO TBK
"DBS BANK TOWER LT. 18, CIPUTRA WORLD 1 JAKARTA, JL. PROF. DR. SATRIO KAV. 3-5, JAKARTA SELATAN 12940",CHEMICALS,BASIC CHEMICALS,corpsec.eii@essa.id,+62-21-29885601,BERUSAHA DALAM BIDANG USAHA INDUSTRI PEMURNIAN DAN PENGOLAHAN GAS BUMI,ESSA,02.545.677.3-054.000,MAIN,BASIC MATERIALS,BASIC MATERIALS,2012-02-01T00:00:00,+62-21-29885600,www.essa.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ESSA.jpg,ESSA INDUSTRIES INDONESIA TBK
GEDUNG WISMA D ESTA KOMPLEK KOMERSIL SEKT II BLOK AH 2 NO.7A BSD RAWABUNTU SERPONG KOTA TANGERANG SELATAN BANTEN 15318,TOURISM & RECREATION,"HOTELS, RESORTS & CRUISE LINES",corpsec@estamultiusaha.co.id,+ 62 21 6083 4568,"PERHOTELAN BINTANG 2, PENYEWAAN RUKO, PENYEWAAN MOBIL PENUMPANGDAN PERDAGANGAN",ESTA,31.422.706.7.411.000,DEVELOPMENT,CONSUMER CYCLICALS,CONSUMER SERVICES,2020-03-09T00:00:00,+62 21 6083 4569,www.estamultiusaha.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ESTA.jpg,PT ESTA MULTI USAHA TBK
"JL. KH. FACHRUDDIN NO. 16 KEL. KAMPUNG BALI, KEC. TANAH ABANG, JAKARTA PUSAT 10250",APPAREL & LUXURY GOODS,TEXTILES,erlien@evershinetex.com,"021-3160260, 3160271",INDUSTRI TEKSTIL,ESTI,0011 3130 1205 4000,WATCHLIST,CONSUMER CYCLICALS,APPAREL & LUXURY GOODS,1992-10-13T00:00:00,021-3160238 Hunting,www.evershinetex.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ESTI.jpg,EVER SHINE TEXTILE INDUSTRY TBK
GEDUNG XLSMART TOWER JL. HR RASUNA SAID KAV 11-12 BLOK X-5 RT.007 RW 002 KUNINGAN TIMUR SETIABUDI JAKARTA SELATAN DKI JAKARTA 12950,WIRELESS TELECOMMUNICATION SERVICES,WIRELESS TELECOMMUNICATION SERVICES,Corpsec@xlsmart.co.id,(021) 576 1880,PENYELENGGARAAN JASA TELEKOMUNIKASI DAN/ATAU JARINGAN TELEKOMUNIKASI DAN/ATAU MULTIMEDIA,EXCL,0013452768092000,MAIN,INFRASTRUCTURES,TELECOMMUNICATION,2005-09-29T00:00:00,(021) 576 1881,https://www.xlsmart.co.id/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EXCL.jpg,PT XLSMART TELECOM SEJAHTERA TBK
"GEDUNG GOLD COAST, TOWER LIBERTY LT. 16 A - H JL. PANTAI INDAH KAPUK, RT 06 RW 02 – PENJARINGAN JAKARTA UTARA 14470",AGRICULTURAL PRODUCTS,PLANTATIONS & CROPS,corp.secretary@fap-agri.com,0,PERUSAHAAN HOLDING YANG MELAKUKAN AKTIVITAS KANTOR PUSAT DAN KEGIATAN PERKEBUNAN DAN INDUSTRI KELAPA SAWIT MELALUI ENTITAS ANAK,FAPA,01.709.688.4-725.000,DEVELOPMENT,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2021-01-04T00:00:00,(021) 50205811,www.fap-agri.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FAPA.jpg,PT FAP AGRI TBK
"JL. JEND. MT.HARYONO KAV.7, TEBET BARAT TEBET",TOURISM & RECREATION,RESTAURANTS,jd.juwono@kfcindonesia.com,"298387, 8300569",FOOD AND BEVERAGES,FAST,0013067830092000,DEVELOPMENT,CONSUMER CYCLICALS,CONSUMER SERVICES,1993-05-11T00:00:00,"8310919, 8298390, 8309382, 8309383",http://www.kfcindonesia.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FAST.jpg,PT FAST FOOD INDONESIA TBK
JALAN ABDUL MUIS NO. 32 JAKARTA PUSAT 10160,CONTAINERS & PACKAGING,CONTAINERS & PACKAGING,legalfasw@fajarpaper.com,021 - 3457643,PULP AND PAPER,FASW,01.326.236.5-092.000,WATCHLIST,BASIC MATERIALS,BASIC MATERIALS,1994-12-19T00:00:00,021 - 3441316 / HP Corsec : 081398802173 (Marco),www.fajarpaper.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FASW.jpg,FAJAR SURYA WISESA TBK
"MD PLACE, TOWER 1, 9TH FLOOR JL. SETIABUDI SELATAN NO. 7, JAKARTA 12910",ENTERTAINMENT & MOVIE PRODUCTION,ENTERTAINMENT & MOVIE PRODUCTION,corporatesecretary@mdentertainment.com,(62-21) 29055777,STUDIO PERFILMAN,FILM,02.250.161.3-018.000,MAIN,CONSUMER CYCLICALS,MEDIA & ENTERTAINMENT,2018-08-07T00:00:00,(62-21) 29855777,www.mdentertainment.com/pictures/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FILM.jpg,PT MD ENTERTAINMENT TBK
"MENARA ASTRA, LANTAI 28, JL. JEND. SUDIRMAN KAV. 5-6 KEL. KARET TENGSIN KEC. TANAH ABANG, JAKARTA PUSAT 10220",AGRICULTURAL PRODUCTS,PLANTATIONS & CROPS,corporate.secretary@fksmultiagro.co.id,021 5088 9890,WHOLESALE (DURABLE AND NONDURABLE GOODS),FISH,01.571.740.8-054.000,WATCHLIST,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2002-01-18T00:00:00,021 5088 9889,www.fksmultiagro.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FISH.jpg,FKS MULTI AGRO TBK
"JL. KH ABDUL HALIM NO.88 RT. 005 RW. 008 KAB. MAJALENGKA, KULON MAJALENGKA JAWA BARAT 45418",TOURISM & RECREATION,"HOTELS, RESORTS & CRUISE LINES",corsec.hotelfitra@gmail.com,(0233) 8291888,"PERUSAHAAN INDUK DALAM BIDANG JASA, PENGELOLAAN HOTEL & PARIWISATA",FITT,03.346.647.5-077.000,DEVELOPMENT,CONSUMER CYCLICALS,CONSUMER SERVICES,2019-06-11T00:00:00,(0233) 8292888,www.fitratbk.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FITT.jpg,PT HOTEL FITRA INTERNATIONAL TBK
"DE LAVIDA TOWN HOUSE, JALAN SETRA DUTA INDAH, B-15 KELURAHAN PASIRKALIKI, KECAMATAN CIMAHI UTARA, KOTA CIMAHI, JAWA BARAT 40514",PERSONAL CARE PRODUCTS,PERSONAL CARE PRODUCTS,corporate@falmaco.com,-,"BERGERAK DI BIDANG PRODUKSI TISU BASAH, KAIN NONWOVEN DAN PRODUK KESEHATAN LAINNYA",FLMC,01.723.315.6-421.000,ACCELERATION,CONSUMER NON-CYCLICALS,NONDURABLE HOUSEHOLD PRODUCTS,2021-07-08T00:00:00,022-2022066,www.falmaco-nonwoven.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FLMC.jpg,PT FALMACO NONWOVEN INDUSTRI TBK
"GEDUNG GOZCO LT. 3 JL. RAYA DARMO NO. 54-56, SURABAYA 60265 JAWA TIMUR",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@fmiindo.com,(031) 562-09-68,PENGEMBANG DAN PEMBANGUNAN (REAL ESTATE),FMII,01.061.806.4-641.001,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2000-06-30T00:00:00,(031) 561-28-18 (hunting),www.fmiindo.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FMII.jpg,FORTUNE MATE INDONESIA TBK
