Nama,cluster_node2vec_256
PT CAKRAWALA ANDALAS TELEVISI MAKASSAR DAN PALU,0
PT CAKRAWALA ANDALAS TELEVISI MANADO DAN GORONTALO,0
PT CAKRAWALA ANDALAS TELEVISI MEDAN DAN BATAM,0
PT CAKRAWALA ANDALAS TELEVISI PALEMBANG DAN BANGKA BELITUNG,0
PT CAKRAWALA ANDALAS TELEVISI PEKANBARU DAN PAPUA,0
PT CAKRAWALA ANDALAS TELEVISI SEMARANG DAN PALANGKARAYA,0
PT CAKRAWALA ANDALAS TELEVISI SURABAYA DAN SAMARINDA,0
PT CAKRAWALA ANDALAS TELEVISI YOGYAKARTA DAN AMBON,0
PT CAKRAWALA BHAYANGKARA PERDANA,0
PT CAKRAWALA LANGIT SEJAHTERA,2
PT CAKRAWALA MEGA INDAH,2
PT CAKRAWALA SAKTI KENCANA,0
PT CAKRAWALA SEJAHTERA SEJATI,2
PT CAKUNG PERMATA NUSA,2
PT CALORIE VIVA UTAMA,1
PT CANARY TRANSPORT,0
PT CANDRAKARYA MULTIKREASI,1
PT CANGKUL BUMISUBUR,1
PT CANTIKA PUSPA PESONA,1
PT CAPITAL ASSET MANAGEMENT,0
PT CAPITAL DIGITAL CREATIVE,0
PT CAPITAL DIGITAL TRANS,0
PT CAPITAL FINANCIAL ASIA,0
PT CAPITAL FINANCIAL INDONESIA TBK,0
PT CAPITAL FINANCIAL SHARIA,0
PT CAPITAL FINANCIAL TECHNOLOGIES,0
PT CAPITAL GLOBAL FINANCIAL,0
PT CAPITAL GLOBAL INVESTAMA,0
PT CAPITAL GLOBAL INVESTMENTS,0
PT CAPITAL GLOBAL STRATEGIC,0
PT CAPITAL GLOBAL VENTURA,0
PT CAPITAL LIFE INDONESIA,0
PT CAPITAL LIFE SYARIAH,0
PT CAPITAL NET INDONESIA,0
PT CAPITAL SHARIA INDONESIA,0
PT CAPITAL STRATEGIC INDONESIA,0
PT CAPITAL STRATEGIC INVESCO,0
PT CAPITAL STRATEGIC INVESTMENTS,0
PT CAPITAL TECHNOLOGIES INDONESIA,0
PT CAPITAL TRANS GLOBAL,0
PT CARAKA REKSA OPTIMA,2
PT CARDIG AERO SARANA DIRGANTARA,0
PT CARDIG ANUGRA SARANA BERSAMA,0
PT CARDIG ANUGRAH SARANA CATERING,0
PT CARDIG EXPRESS NUSANTARA,0
PT CARDIG GARDA UTAMA,0
PT CARDIG INTERNATIONAL,0
PT CAREFASTINDO,1
PT CARGILL INDONESIA,1
PT CARINDO,2
PT CASA PRIMA INDONESIA,2
PT CASHLEZ WORLDWIDE INDONESIA TBK,2
PT CATUR BERKAT BERSAMA,1
PT CATUR HASIL SENTOSA,1
PT CATUR KARDA SENTOSA,1
PT CATUR KUSUMA ABADI SEJAHTERA,1
PT CATUR LOGAMINDO,1
PT CATUR LOGAMINDO SENTOSA,0
PT CATUR MITRA SEJATI SENTOSA,1
PT CATUR PUTRA MANUNGGAL,2
PT CATUR SENTOSA ANUGERAH,1
PT CATUR SENTOSA BERHASIL,1
PT CATURADILUHUR SENTOSA,0
PT CATURADITYA SENTOSA,1
PT CATURDAYA SEMBADA,1
PT CATURGRIYA NARADIPA,1
PT CATURKARDA DEPO BANGUNAN TBK,1
PT CATURKARSA MEGATUNGGAL,0
PT CATURKARTIKA PERDANA,1
PT CATURMAS KARSAUDARA,0
PT CCSI KONEKTIVITAS DIGITAL,1
PT CCSI NIAGATAMA DIGITAL,1
PT CEDEFINDO,1
PT CELEBES AGRO SEMESTA,1
PT CELEBES ENERGI LESTARI,0
PT CELEBES KONSTRUKSINDO,1
PT CELEBEST INDONESIA ANDAL,1
PT CELLA ARGYA LESTARI,0
PT CELLA ARGYA LOGISTIK,0
PT CELLA CAKRA LOGISTIK,0
PT CELLA EMERALD LOGISTIK,0
PT CELLA GEMILANG LOGISTIK,0
PT CELLA MANAGEMENT LOGISTIK,0
PT CEMANI TOKA,2
PT CEMERLANG INDO PROPERTI,1
PT CEMERLANG SENTOSA MULIA,0
PT CEMINDO BANGUN PERSADA,2
PT CEMINDO GEMILANG TBK,2
PT CEMPAKA SINERGY REALTY,2
PT CENDANAWATI LOGISTIK INDONESIA,0
PT CENDRAWASIH FARIN,0
PT CENDRAWASIH PERTIWIJAYA,1
PT CENKO KORPORINDO INTERNATIONAL,2
PT CENTERRA MANAJEMEN PROPERTI,0
PT CENTRAL BALI BAHARI,0
PT CENTRAL CAPITAL VENTURA,1
PT CENTRAL CIPTA BERSAMA,0
PT CENTRAL ENERGI PRATAMA,2
PT CENTRAL INDAH PALACE,0
PT CENTRAL NAGA EUROPINDO,1
PT CENTRAL PANGAN PRIMA,0
PT CENTRAL PANGANPERTIWI,1
PT CENTRAL RESIK BANTEN,2
PT CENTRAL SAHABAT BARU,2
PT CENTRAL SOLE AGENCY,2
PT CENTRAL TATA MAKMUR,0
PT CENTRALPERTIWI BAHARI,0
PT CENTRALWINDU SEJATI,0
PT CENTRANUSA MAJUPERMAI,1
PT CENTRATAMA MENARA INDONESIA,1
PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK,1
PT CENTREPARK CITRA CORPORA,1
PT CENTRINDO HARDWARE,2
PT CENTRUM UTAMA PRIMA,1
PT CENTURY BATTERIES INDONESIA,2
PT CENTURY FRANCHISINDO UTAMA,1
PT CENTURY MITRA SUKSES SEJATI,1
PT CERANA ARTHA PUTRA,1
PT CETAK BIRU KAPITAL,0
PT CEVE LESTIANI,1
PT CGS CIMB SEKURITAS INDONESIA,0
PT CGS INTERNATIONAL SEKURITAS INDONESIA,2
PT CHAKRA JAWARA,2
PT CHAMP RESTO INDONESIA TBK,1
PT CHAMPION MULTI USAHA,1
PT CHAN BROTHERS TRAVEL INDONESIA,0
PT CHANDRA ASRI ALKALI,0
PT CHANDRA ASRI KONSULTASI,0
PT CHANDRA ASRI PACIFIC TBK,0
PT CHANDRA ASRI PERKASA,0
PT CHANDRA ASRI PORT,0
PT CHANDRA CILEGON PORT,0
PT CHANDRA DAYA INVESTASI,0
PT CHANDRA INVESTAMA,1
PT CHANDRA MITRA STRUKTURINDO,2
PT CHANDRA PELABUHAN NUSANTARA,0
PT CHANDRA PERSADA,2
PT CHANDRA SAKTI UTAMA LEASING,2
PT CHANDRA SAMUDRA PORT,0
PT CHANDRA SHIPPING INTERNATIONAL,0
PT CHANG JUI FANG INDONESIA,2
PT CHANGHONG ELECTRIC INDONESIA,1
PT CHARNIC CAPITAL TBK,0
PT CHARNIC LAND INVESTMENT,0
PT CHAT BOT NUSANTARA,1
PT CHEMICO SURABAYA,1
PT CHINA GLAZE INDONESIA,0
PT CHINA SONANGOL MEDIA INVESTMENT,2
PT CHITATEX PENI,0
PT CHITOSE C-ENGINEERING INDONESIA,0
PT CHITOSE INTERNASIONAL TBK,0
PT CHITRA PARATAMA,2
PT CHIYODA INTERNATIONAL INDONESIA,2
PT CIANJUR ARTA MAKMUR,0
PT CIAWI MEGAH INDAH,0
PT CIBALIUNG SUMBERDAYA,2
PT CIBALIUNG TUNGGAL PLANTATIONS,1
PT CIBITUNG TANJUNG PRIOK PORT TOLLWAYS,2
PT CIDAS SUPRA METALINDO,2
PT CIKARANG GERBANG SOLUSI,1
PT CIKARANG INLAND PORT,1
PT CIKARANG LISTRINDO TBK,2
PT CIKARANG PRIMATEX,2
PT CIKEL ABADI,0
PT CIKONDANG KANCANA PRIMA,1
PT CILIANDRA PERKASA,0
PT CIMANGGIS CIBITUNG TOLLWAYS,2
PT CIMB NIAGA AUTO FINANCE,1
PT CIMB NIAGA SEKURITAS,1
PT CINDARA PRATAMA LINES,2
PT CINEMAXX GLOBAL PASIFIK,1
PT CINERE SERPONG JAYA,2
PT CINTA AIRPORT FLORES,0
PT CIOMAS ADISATWA,1
PT CIPANYUSUHAN,1
PT CIPTA AGRO NUSANTARA,2
PT CIPTA ARMADA BERSAMA,2
PT CIPTA ASET DIGITAL,2
PT CIPTA GLOBAL INTERNASIONAL,1
PT CIPTA HIDRO ENERGI,2
PT CIPTA HIJAU BUMI ETAM,0
PT CIPTA KARYA MULTIGUNA,1
PT CIPTA KARYA SUKSES ABADI,1
PT CIPTA KARYA TEKNIK,2
PT CIPTA KRIDA BAHARI,2
PT CIPTA KRIDATAMA,2
PT CIPTA MAHAKARYA HARMONI,2
PT CIPTA MANDIRI INVESTAMA,2
PT CIPTA MAPAN LOGISTIK,0
PT CIPTA MULTI BUANA PERKASA,1
PT CIPTA MULTI PRIMA,2
PT CIPTA NARADA LESTARI,2
PT CIPTA PESONA ARMADA,2
PT CIPTA PESONA KARYA,0
PT CIPTA PILAR PERSADA,2
PT CIPTA PRIMA ENERGI INDONESIA,2
PT CIPTA RASA JUARA,1
PT CIPTA SARANA NUSANTARA,1
PT CIPTA SATURASA GEMILANG,1
PT CIPTA SEDAYA DIGITAL INDONESIA,2
PT CIPTA SELARAS MAJU JAYA,1
PT CIPTA SELERA SEMESTA,1
PT CIPTA SOLUSI ELEKTRINDO,2
PT CIPTA TELEVISI PENDIDIKAN INDENESIA,1
PT CIPTA UTAMA ANDALAN NUSANTARA,2
PT CIPTADANA CAPITAL,1
PT CIPTAJAYA SEJAHTERA ABADI,1
PT CIPTAKARYA TIRTA CEMERLANG,0
PT CIPTANUGRAH INDONESIA,2
PT CIPTATANI KUMAI SEJAHTERA,0
PT CIPUTRA ADIBUANA,0
PT CIPUTRA ADIGRAHA,0
PT CIPUTRA CITAKARYA NUSANTARA,0
PT CIPUTRA CORPORA,1
PT CIPUTRA GRAHA MITRA,0
PT CIPUTRA INDAH GRIYA ASRI,2
PT CIPUTRA MULTI DATA,0
PT CIPUTRA NIRVANADWIPA,0
PT CIPUTRA NUSANTARA,0
PT CIPUTRA PURI TRISULA,2
PT CIPUTRA RAYA SEJAHTERA,0
PT CIPUTRA RESIDENCE,0
PT CIPUTRA SEMARANG,0
PT CIPUTRA SENTRA,0
PT CIREBON ELECTRIC POWER,2
PT CIREBON ENERGI PRASARANA,2
PT CISADANE RIVER PARK,0
PT CISADANE SAWIT RAYA TBK,0
PT CISANGGIRI HYDRO,2
PT CISARUA MOUNTAIN DAIRY TBK,1
PT CISONO HYDRO,2
PT CITA ASA MAJU,0
PT CITILINK INDONESIA,1
PT CITRA AGRO KENCANA,0
PT CITRA AGRO RAYA,2
PT CITRA AGUNG PRATAMA,0
PT CITRA ALAM CAHAYA,2
PT CITRA ALAM INDAH,2
PT CITRA ANANDA,2
PT CITRA ANUGRAH SUKSES ABADI,1
PT CITRA ARTHA PERDANA,2
PT CITRA BAHARI SHIPYARD,2
PT CITRA BARU STEEL,2
PT CITRA BERDIKARI BERSAMA,2
PT CITRA BORNEO GLOBAL FEEDS,0
PT CITRA BORNEO INDAH,0
PT CITRA BORNEO UTAMA TBK,0
PT CITRA BUMI AGUNG,1
PT CITRA CAKRALOGAM,2
PT CITRA CIKAL MAPAN,2
PT CITRA DAMAI AGUNG,0
PT CITRA ENERGI BORNEO,0
PT CITRA GEMILANG INTERNASIONAL,0
PT CITRA GEMILANG NUSANTARA,0
PT CITRA HARAPAN INTI CEMERLANG,2
PT CITRA INDAH PRIMA,2
PT CITRA KALBAR SARANA,1
PT CITRA KARYA JABAR TOL,2
PT CITRA KARYA KREASI MANDIRI,0
PT CITRA KARYA MANDIRI SUKSES,1
PT CITRA KREASI MAJU,1
PT CITRA KREASI MAKMUR,1
PT CITRA LAUTAN TEDUH,2
PT CITRA MAKMUR RITAILINDO,0
PT CITRA MANDIRI PRIMA,1
PT CITRA MARGA LINTAS JABAR,2
PT CITRA MARGA NUSANTARA PROPERTINDO,2
PT CITRA MARGATAMA SURABAYA,2
PT CITRA MULTI JAYA,0
PT CITRA PALU MINERALS,2
PT CITRA PANGAN INDAH,1
PT CITRA PEMBINA PENGANGKUTAN INDUSTRIES,2
PT CITRA PERDANA MUDA,1
PT CITRA PERMAI PESONA,0
PT CITRA PERSADA INFRASTRUKTUR,2
PT CITRA PESONA ARMADA,2
PT CITRA PRATAMA PROPERTINDO,0
PT CITRA PUTRA MANDIRI,1
PT CITRA PUTRA REALTY TBK,1
PT CITRA PUTRA THAMRIN,1
PT CITRA RIAU SARANA,0
PT CITRA SANJAYA GUNA PERKASA,1
PT CITRA TOBINDO SUKSES PERKASA,2
PT CITRA WASPPHUTOWA,2
PT CITRA WINDUPERTALA,0
PT CITRAABADI KOTAPERSADA,0
PT CITRADIMENSI SERASI,0
PT CITRAJAYA PERKASAMULIA,2
PT CITRALAND GRAHA REALTY,0
PT CITRAMADYA CARGINDO,2
PT CITRANUSA INTISAWIT,1
PT CITRASAUDARA ABADI,2
PT CITRINE MARITIME,0
PT CITY MALLS INDONESIA,0
PT CJ CHEILJEDANG FEED KALIMANTAN,1
PT CJ CHEILJEDANG LESTARI,1
PT CJ FEED AND CARE INDONESIA,1
PT CLARIANT KUJANG CATALYSTS,2
PT CLAVISINDO BERJAYA,1
PT CMN INTERNASIONAL INDONESIA,1
PT CNGR DING XING NEW ENERGY,2
PT CNTIM CONSTRUCTION INDONESIA,2
PT COALINDO ADHI PERKASA,2
PT COATS REJO INDONESIA,0
PT COCA-COLA DISTRIBUTION INDONESIA,1
PT COCACOLA BOTTLING INDONESIA,1
PT COLORPAK FLEXIBLE INDONESIA,1
PT COLUMBIA CHROME INDONESIA,0
PT COMETA CAN,1
PT COMMERCE KAPITAL,1
PT COMMIT TRANS ANGKASA,1
PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK,1
PT COMPUTRADE TECHNOLOGY INTENATIONAL,1
PT CONCH CEMENT INDONESIA,2
PT CONCH INTERNATIONAL TRADE INDONESIA,1
PT COR INDUSTRI INDONESIA,0
PT CORAH MAS KEPUTREN ESTATES,1
PT CORE RESOURCE INDONESIA,0
PT COREX INTEK INDONESIA,0
PT CORONET CROWN,0
PT COSCO SHIPPING LINES INDONESIA,1
PT COSL INDO,0
PT COSMOPOLITAN PERSADA DEVELOPMENTS,1
PT COTRANS ASIA,2
PT CRE BIL INDONESIA,0
PT CREASI MODE INDONESIA,0
PT CREASI MODE INDONESIA RITEL,0
PT CREATIVE SOFTHOUSE,0
PT CREATIVE STYLE MANDIRI,1
PT CRIO INDONESIA,0
PT CRODA TRADING INDONESIA,1
PT CROPSCO PANEN INDONUSA,0
PT CROWN BEVERAGE CANS INDONESIA,1
PT CROWN INDONESIA TRADING,1
PT CS2 POLA SEHAT,1
PT CSM CORPORATAMA,1
PT CT ADVANCE TECHNOLOGY,2
PT CULINA GLOBAL UTAMA,0
PT CYBERINDO ADITAMA,1
PT D&C ENGINEERING COMPANY,2
PT DACHSER INDONESIA,1
PT DADI DEVELOP INDONESIA,2
PT DAFAM,1
PT DAFAM MAJU BERSAMA,1
PT DAFAM MAMBO INTERNATIONAL,1
PT DAFAM PROPERTY INDONESIA TBK,1
PT DAGANG BUMI SEJAHTERA,2
PT DAGO TRISINERGI PROPERTI,2
PT DAHANA (PERSERO),2
PT DAHUA VISION TECHNOLOGY INDONESIA,1
PT DAI NIPPON PRINTING INDONESIA,1
PT DAIDAN ADITAMA YAKSA,2
PT DAIDAN UTAMA PIALANG ASURANSI,2
PT DAIMLER COMMERCIAL VEHICLE INDONESIA,2
PT DAIMLER COMMERCIAL VEHICLES MANUFACTURING INDONESIA,2
PT DAIRI PRIMA MINERAL,2
PT DALLIGENT SOLUSI INDONESIA,2
PT DAM KORPORINDO DIGITAL,1
PT DAMAI INVESTAMA SUKSES,2
PT DAMAI SEJAHTERA ABADI TBK,1
PT DAMAI SEJAHTERA LESTARI INVESTAMA,1
PT DAMCORP DIGITAL MEDIA,1
PT DAN SEBAGAINYA INDONESIA,1
PT DANA BRATA LUHUR TBK,2
PT DANA GRAHA AGUNG,0
PT DANA NUSA BERKARYA,0
PT DANABINA SENTANA,0
PT DANADIPA ALUWUNG,0
PT DANANTARA ASSET MANAGEMENT (PERSERO),2
PT DANAPATI ABINAYA INVESTAMA,0
PT DANATAMA KAPITAL INVESTAMA,0
PT DANATAMA MAKMUR SEKURITAS,0
PT DANATAMA PERKASA,0
PT DANATEL PRATAMA,1
PT DANAU BUMI MANDRI,0
PT DANAWA INTERKREASI,1
PT DANAYASA ARTHATAMA TBK,1
PT DANINDO TAPE PACKAGING INDUSTRY,2
PT DANISWARA AMANAH CIPTA,2
PT DANKOS FARMA,1
PT DANPAC PHARMA,0
PT DANTE MITRA UTAMA,1
PT DANTE SINEMA KAYA,1
PT DANTOSAN PRECON PERKASA,2
PT DANUSA TAMBANG NUSANTARA,2
PT DANUSARI MITRA SEJAHTERA,1
PT DARI HATI SEJATI,0
PT DARMA PERTIWI RAYA,2
PT DARMA REKA TEKNIK,2
PT DARMANUSA TRITUNGGAL,1
PT DASABINA ADITYASARANA,0
PT DATA ARTS XPERIENCE,2
PT DATA ENKRIPSI INFORMASI TEKNOLOGI,1
PT DATACENTER INDONESIA SUKSES MAKMUR,1
PT DATANET INDOMEDIA,1
PT DATASCRIP,1
PT DATATEL INDONESIA,1
PT DATINDO ENTRYCOM,0
PT DAVEST INVESTAMA MANDIRI,0
PT DAVILAND PROPERTY PARTNERS,0
PT DAVKAR INTERNATIONAL,0
PT DAY TRANS,0
PT DAY TRANS EXPRESS,0
PT DAYA ADICIPTA MUSTIKA,2
PT DAYA BETON INDONESIA,2
PT DAYA BUMINDO KARUNIA,2
PT DAYA GUNA LAKSANA,2
PT DAYA GUNA USAHA,1
PT DAYA HARITAS ABADI,0
PT DAYA MAS AGRA SEJAHTERA,2
PT DAYA MAS CISOLOK ENERGI,2
PT DAYA MAS CISOLOK GEOTHERMAL,2
PT DAYA MAS GEOPATRA ENERGI,2
PT DAYA MAS GEOPATRA PANGRANGO,2
PT DAYA MAS NAGE ENERGI,2
PT DAYA MAS NAGE GEOTHERMAL,2
PT DAYA RADAR HAURA,0
PT DAYA SARANA MANTAP,1
PT DAYA SENTOSA SAKTI RENEWABLES,2
PT DAYA SUKSES MAKMUR SELARAS,2
PT DAYA SURYA MAS MAKMUR,2
PT DAYA UTAMA TANGGUH AMANAH,2
PT DAYACIPTA KEMASINDO,1
PT DAYAMITRA TELEKOMUNIKASI TBK,2
PT DAYASA ARIA PRIMA,1
PT DBFF BOTON INDONESIA,1
PT DCI INDONESIA TBK,1
PT DE GLOW INTERNATIONAL,1
PT DE VASA INDONESIA,1
PT DEKORAMIK PERDANA,1
PT DEKORPLAS INDAH,2
PT DEKORUMA INOVASI LESTARI,1
PT DELI COAL,2
PT DELI MEDIA TELEVISI,0
PT DELI NUSANTARA PELABUHAN,0
PT DELI PRATAMA NUSANTARA,0
PT DELI PUTRA BANGSA,2
PT DELIMA KREASI NUSA,2
PT DELLIFOOD SENTOSA CORPINDO,1
PT DELTA FURINDOTAMA,0
PT DELTA INDO SWAKARSA,0
PT DELTA MAHAKAM MAKMUR,2
PT DELTA MANUNGGAL RAHARJA,0
PT DELTA MEGA PERSADA,0
PT DELTA MUTIARA AMARTA,2
PT DELTA PAWAN ABADI,0
PT DELTA RAYA SEJAHTERA,1
PT DELTA ROYAL SEJAHTERA,0
PT DELTA SAMUDRA,2
PT DELTA SYSTECH INDONESIA,2
PT DELTA WIBAWA BERSAMA,0
PT DEMAZ NOER ABADI,2
PT DENDI ENGINEERING,2
PT DENSO INDONESIA,2
PT DENSO SALES INDONESIA,2
PT DENTSU CURSOR KOMUNIKA,1
PT DENTSU INTER ADMARK MEDIA GROUP INDONESIA,1
PT DEPO LAUTAN NUSANTARA,1
PT DEPOTEKNIK DUTA PERKAKAS,1
PT DERMAGA ENERGI,2
PT DERMAGA PERKASAPRATAMA,2
PT DERMAGA SUKSES JAYA ABADI,2
PT DESTINASI ALAM INDONESIA,0
PT DESTINASI GARUDA WISATA,0
PT DEVOTEAM CLOUD SERVICES,2
PT DEWA PATRIA,1
PT DEWA SUKSES MANDIRI,0
PT DEWATA SAWIT NUSANTARA,2
PT DEWI SRI MARITIM,0
PT DEXA MEDICA,1
PT DEXIN STEEL INDONESIA,0
PT DH INVESTINDO,2
PT DH KONSTRUKSINDO,2
PT DH KONTRAKTAMA,2
PT DH SERVICES,2
PT DH TRADINGCORP,2
PT DHANIKA SEJAHTERA MAKMUR,0
PT DHANYA PERBAWA PRADHIKASA,2
PT DHARMA AGROTAMA NUSANTARA,2
PT DHARMA AGUNG WIJAYA,1
PT DHARMA ANUGERAH INDAH,1
PT DHARMA BHAKTI INSANI,1
PT DHARMA BUANA EXPERINDO,0
PT DHARMA CONTROLCABLE INDONESIA,2
PT DHARMA ELECTRINDO MANUFACTURING,2
PT DHARMA ENERGI INVESTAMA,2
PT DHARMA ENERGY RESOURCES,2
PT DHARMA HARAPAN RAYA,1
PT DHARMA INTI ANUGERAH,2
PT DHARMA INTI INVESTAMA,2
PT DHARMA INTISAWIT LESTARI,1
PT DHARMA INTISAWIT NUGRAHA,2
PT DHARMA LANGGENG LESTARI,2
PT DHARMA MANUNGGAL,0
PT DHARMA NUGRAHA SEJAHTERA,1
PT DHARMA PERSADA SEJAHTERA,0
PT DHARMA POLIMETAL TBK,2
PT DHARMA POLIPLAST,2
PT DHARMA PRECISION PARTS,2
PT DHARMA PRECISION TOOLS,2
PT DHARMA PUTRA KALIMANTAN SEJATI,0
PT DHARMA SATYA NUSANTARA TBK,2
PT DHARMA SAWIT NUSANTARA,2
PT DHARMA SEJAHTERA NUSANTARA,1
PT DHARMA SUBUR SATYA,2
PT DHARMA SUKSES NUSANTARA,2
PT DHARMA SUMBER ENERGI,1
PT DHARMA SUMBER NUSANTARA,2
PT DHARMA UTAMA INTI TUNAS,2
PT DHARMA UTAMA LESTARI,2
PT DHARMALANCAR SEJAHTERA,2
PT DHL SUPPLY CHAIN INDONESIA,1
PT DIAGNOS LABORATORIUM UTAMA TBK,2
PT DIAGRAM HEALTHCARE INDONESIA,0
PT DIALOG MITRA SUKSES,0
PT DIAMOND COLD STORAGE,1
PT DIAMOND FOOD INDONESIA TBK,1
PT DIAMOND MARITIME,0
PT DIAMONDFAIR RITEL INDONESIA,1
PT DIAN ABADI PERKASA,2
PT DIAN BAHARI SEJATI,2
PT DIAN CIPTA PERKASA,1
PT DIAN CIPTAMAS AGUNG,2
PT DIAN PARAMITA UTAMA,2
PT DIAN PREVITA,2
PT DIAN SEMESTA INVESTASI,2
PT DIAN SEMESTA SENTOSA,2
PT DIANSURYA GLOBAL,0
PT DIANTA DAYA EMBARA,2
PT DIASTIKA BIOTEKINDO,2
PT DIESEL SERVIS SINERGI,2
PT DIESEL UTAMA INDONESIA,2
PT DIGI BINTANG SINERGI,0
PT DIGIPLUS RITEL ADIPERKASA,0
PT DIGITAL APLIKASI SOLUSI,1
PT DIGITAL ARTHA MEDIA,1
PT DIGITAL CONSUMER ENGAGEMENT,1
PT DIGITAL DATA VENTURE,1
PT DIGITAL DAYA TEKNOLOGI,1
PT DIGITAL MAXIMA INDONESIA,1
PT DIGITAL MEDIATAMA MAXIMA TBK,1
PT DIGITAL NATA KARYA,1
PT DIGITAL NIAGA INDONESIA,0
PT DIGITAL VISION NUSANTARA,1
PT DIGITALISASI PERANGKAT INDONESIA,0
PT DIMA INVESTINDO,1
PT DIMAS AQNI PUTRA,1
PT DIMAS PRATAMA INDAH,0
PT DIMATIQUE INTERNATIONAL,1
PT DIMENSI SERASI,0
PT DINA BANGUN NUSANTARA,2
PT DINAMIKA GRAHA SARANA,2
PT DINAMIKA KARYA UTAMA,0
PT DINAMIKA KENCANA MANDIRI,0
PT DINAMIKA SOLUSI OPTIMA,2
PT DINAMIKA USAHA PERGUDANGAN,2
PT DINAMIKA USAHA PROPERTINDO,2
PT DINAMIKAJAYA BUMIPERSADA,0
PT DINAR ENERGI UTAMA,2
PT DIPAVILION KAMI BERKARYA,2
PT DIPO ANGKASA MOTOR,1
PT DIPO BERLIAN SERVIS OTOMOTIF,1
PT DIPO INTERNASIONAL PAHALA OTOMOTIF,2
PT DIPO PAHALA OTOMOTIF,1
PT DIPO STAR FINANCE,1
PT DIPTA AGRO LESTARI,0
PT DIPTANALA BAHANA,1
PT DIRGANTARA YUDHA ARTHA,2
PT DIRGAPUTRA EKAPRATAMA,2
PT DISA CITRA DIGITAL,1
PT DISTRIBUSI SENTRA JAYA,1
PT DISTRIBUSI VOUCHER NUSANTARA TBK,1
PT DIVA PERDANA PESONA,2
PT DIZAMATRA POWERINDO,2
PT DJAKARTA GLOBAL SOLUSINDO,2
PT DJAKARTA LLOYD,2
PT DJAMBI WARAS,0
PT DJARUM,1
PT DJASA UBERSAKTI PROPERTI,2
PT DJASA UBERSAKTI TBK,2
PT DKSH INDONESIA,1
PT DLANIER GAYA INDONESIA,0
PT DMMX DEKTOS INTI,1
PT DMMX DISTRIBUSI PENTABENUA,1
PT DMMX GAMINDO GLOBAL,1
PT DMMX GROSIR DIGITAL,1
PT DMMX HERA SUKSES,1
PT DMMX MEDIA MAXIMA,1
PT DMMX SENTRAL IMAJI,1
PT DMMX SMARTRITEL TEKNOLOGI,1
PT DMS CIPTA PESONA,0
PT DMS GRAHA,0
PT DMS INVESTAMA,0
PT DMS LAGUNA,0
PT DMS PRIMA SENTOSA,0
PT DMS PROPERTINDO TBK,0
PT DNX INDONESIA,2
PT DOA IBU LESTARI,2
PT DOEKU PEDULI INDONESIA,0
PT DOK DAN PERKAPALAN AIR KANTUNG,2
PT DOK DAN PERKAPALAN KODJA BAHARI (PERSERO),2
PT DOM PIZZA INDONESIA,0
PT DOMPET KARYA ANAK BANGSA,1
PT DONALDSON FILTRATION INDONESIA,2
PT DOOSAN HEAVY INDUSTRIES INDONESIA,2
PT DOSNI ROHA INDONESIA TBK,1
PT DOW INDONESIA,0
PT DRAGON COMPUTER & COMMUNICATION,1
PT DSSA MAS INFRASTRUKTUR,2
PT DSSE ENERGI MAS UTAMA,2
PT DSSP POWER KENDARI,2
PT DSSP POWER SENTOSA,2
PT DSSP POWER SUMSEL,2
PT DSSR DAYA MAS SAKTI,2
PT DSST DANA GEMILANG,2
PT DSST MAS GEMILANG,2
PT DSST VIDEO GEMILANG,2
PT DTUR PESONA INDONESIA,0
PT DUA AGUNG,2
PT DUA KOTA LAUT,2
PT DUA KUDA INDONESIA,1
PT DUA PUTRA BARKAH NUSANTARA,2
PT DUA PUTRA PERKASA PRATAMA,1
PT DUA SAMUDERA PERKASA,2
PT DUA USAHA KARYA NEGERI,2
PT DUMAI PARICIPTA ABADI,2
PT DUNIA DAGING FOOD INDUSTRIES,1
PT DUNIA KERJA INDONESIA,1
PT DUNIA KIMIA JAYA,1
PT DUNIA KIMIA UTAMA,0
PT DUNIA KREASI MAJU,1
PT DUPAN ANUGERAH LESTARI,0
PT DURA KREASI INFORMATIKA,1
PT DUTA AGUNG ANUGERAH,1
PT DUTA ALAM EKAPRATAMA,2
PT DUTA ALAM JAYA,2
PT DUTA ANGGADA,2
PT DUTA BANDARA BANTEN,1
PT DUTA BARA UTAMA,2
PT DUTA BUANA EXPRESS,0
PT DUTA BUANA PERMAI DEVELOPMENT,2
PT DUTA BUANA PERMATA,2
PT DUTA CHANDRA KENCANA,0
PT DUTA DAYA DIGITAL,1
PT DUTA DHARMA REALTY,0
PT DUTA ENERGY MINERATAMA,2
PT DUTA GRAHA KARYA,2
PT DUTA HITA JAYA,1
PT DUTA HOTEL MANAJEMEN,2
PT DUTA INTI JASA,2
PT DUTA INTIDAYA TBK,1
PT DUTA LINTAS LAUTAN,2
PT DUTA MARGA LESTARINDO,0
PT DUTA MAS INDAH,2
PT DUTA MEGAH LAKSANA,0
PT DUTA MITRA SOLUSINDO,2
PT DUTA NUSANTARA UTAMA KARYA,1
PT DUTA NUSANTARA UTAMARAYA,1
PT DUTA PRAKARSA DEVELOPMENT,0
PT DUTA REALTINDO JAYA,0
PT DUTA SARANA INTERNUSA,2
PT DUTABAHARI MENARA LINE,2
